$BGINS,89.000000,-1.887624,0.374029,-0.039513,-0.013671,2,1,END$
$BGINS,90.000000,-0.514446,0.370021,-0.012449,-0.006647,2,1,END$
$BGINS,91.000000,-0.000348,0.289584,-0.030838,0.036392,2,1,END$
$BGINS,91.860001,0.023871,0.280243,-0.029774,0.044356,2,2,END$
$BGINS,92.000000,0.023927,0.280226,-0.029791,0.044368,2,1,END$
$BGINS,93.000000,0.024382,0.280057,-0.029918,0.044348,2,1,END$
$BGINS,94.000000,0.024827,0.279879,-0.030104,0.044355,2,1,END$
$BGINS,95.000000,0.025340,0.279686,-0.030281,0.044391,2,1,END$
$BGINS,96.000000,0.025885,0.279480,-0.030469,0.044432,2,1,END$
$BGINS,97.000000,0.026496,0.279255,-0.030617,0.044451,2,1,END$
